,City Name,Population,Age,Average Income,Percent of Men in City,Percent of Women in City,Per Capita Income,Median House Value,Racial Breakdown,County
556,Grapeville,538,35.7,64071,48.7,51.3,19343,66652," [(['White alone'], ['525']), (['Hispanic'], ['6']), (['Asian alone'], ['3']), (['Two or more races'], ['2']), (['Black alone'], ['1']), (['American Indian alone'], ['1'])] ",Westmoreland-County
557,Grassflat,511,38.3,47352,67.7,32.3,22804,94100," [(['White alone'], ['505']), (['Hispanic'], ['4']), (['Black alone'], ['1']), (['American Indian alone'], ['1'])] ",Clearfield-County
558,Gratz,755,41.8,53887,49.9,50.1,24618,112880," [(['White alone'], ['736']), (['Hispanic'], ['11']), (['Asian alone'], ['7']), (['Two or more races'], ['6']), (['Black alone'], ['4']), (['Other race alone'], ['1'])] ",Dauphin-County
559,Grazierville,665,36.2,43443,42.9,57.1,24821,114700," [(['White alone'], ['641']), (['Black alone'], ['19']), (['Asian alone'], ['2']), (['Two or more races'], ['2']), (['American Indian alone'], ['1'])] ",Blair-County
560,Great Bend,700,45.3,37774,53.6,46.4,20716,121673," [(['White alone'], ['714']), (['Hispanic'], ['10']), (['Two or more races'], ['7']), (['Asian alone'], ['3'])] ",Susquehanna-County
561,Green Lane,506,42.6,62903,50.8,49.2,34049,224816," [(['White alone'], ['490']), (['Black alone'], ['10']), (['Hispanic'], ['5']), (['American Indian alone'], ['2']), (['Asian alone'], ['1'])] ",Montgomery-County
562,Green Tree,4991,47.1,74986,44.3,55.7,40381,176104," [(['White alone'], ['4,156']), (['Asian alone'], ['109']), (['Black alone'], ['78']), (['Hispanic'], ['51']), (['Two or more races'], ['32']), (['Other race alone'], ['3']), (['American Indian alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Allegheny-County
563,Greencastle,4042,40.6,60471,46.9,53.1,35695,189025," [(['White alone'], ['3,730']), (['Black alone'], ['99']), (['Hispanic'], ['65']), (['Asian alone'], ['46']), (['Two or more races'], ['49']), (['American Indian alone'], ['6']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Franklin-County
564,Greenfields,1170,47.3,59286,51.1,48.9,29321,174800," [(['White alone'], ['1,019']), (['Hispanic'], ['91']), (['Black alone'], ['36']), (['Asian alone'], ['16']), (['Two or more races'], ['8'])] ",Berks-County
565,Greenock,2195,42.7,56140,45.1,54.9,34440,147100," [(['White alone'], ['2,144']), (['Two or more races'], ['20']), (['Hispanic'], ['11']), (['Asian alone'], ['9']), (['Black alone'], ['7']), (['Other race alone'], ['4'])] ",Allegheny-County
566,Greens Landing,894,38.7,52906,45.3,54.7,27244,144512," [(['White alone'], ['840']), (['Two or more races'], ['20']), (['Asian alone'], ['18']), (['Hispanic'], ['13']), (['American Indian alone'], ['3'])] ",Bradford-County
567,Greensboro,258,45.0,46001,45.2,54.8,23317,70076," [(['White alone'], ['246']), (['Two or more races'], ['6']), (['Black alone'], ['4']), (['Hispanic'], ['3']), (['American Indian alone'], ['1'])] ",Greene-County
568,Greensburg,14571,40.6,37984,45.0,55.0,24260,131067," [(['White alone'], ['12,506']), (['Black alone'], ['895']), (['Two or more races'], ['649']), (['Hispanic'], ['247']), (['Asian alone'], ['223']), (['American Indian alone'], ['10']), (['Other race alone'], ['5'])] ",Westmoreland-County
569,Greenville,5870,30.5,43854,51.7,48.3,19138,82073," [(['White alone'], ['5,505']), (['Black alone'], ['122']), (['Two or more races'], ['68']), (['Asian alone'], ['22']), (['Hispanic'], ['21']), (['American Indian alone'], ['5'])] ",Mercer-County
570,Greenwood,2458,41.9,43443,50.7,49.3,24821,114700," [(['White alone'], ['2,389']), (['Black alone'], ['30']), (['Asian alone'], ['14']), (['Hispanic'], ['14']), (['Two or more races'], ['11'])] ",Blair-County
571,Grier City-Park Crest,935,43.8,65990,47.7,52.3,25744,131050," [(['White alone'], ['949']), (['Hispanic'], ['3']), (['Two or more races'], ['2'])] ",Schuylkill-County
572,Grier City,241,42.6,50684,43.8,56.2,25430,97600," [(['White alone'], ['239']), (['Hispanic'], ['2'])] ",Schuylkill-County
573,Grill,1468,46.7,59286,47.7,52.3,29321,174800," [(['White alone'], ['1,334']), (['Hispanic'], ['72']), (['Asian alone'], ['25']), (['Black alone'], ['19']), (['Two or more races'], ['16']), (['American Indian alone'], ['2'])] ",Berks-County
574,Grindstone-Rowes Run,1106,41.4,37418,47.9,52.1,19643,45983," [(['White alone'], ['1,086']), (['Black alone'], ['34']), (['Other race alone'], ['7']), (['Two or more races'], ['6']), (['Hispanic'], ['6']), (['American Indian alone'], ['1']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Fayette-County
575,Grindstone,498,36.4,43140,42.4,57.6,24029,101700," [(['White alone'], ['482']), (['Black alone'], ['11']), (['Two or more races'], ['3']), (['American Indian alone'], ['1']), (['Asian alone'], ['1'])] ",Fayette-County
576,Grove City,8215,25.9,48234,47.4,52.6,20079,124994," [(['White alone'], ['7,909']), (['Asian alone'], ['113']), (['Black alone'], ['104']), (['Hispanic'], ['95']), (['Two or more races'], ['83']), (['American Indian alone'], ['15']), (['Other race alone'], ['3'])] ",Mercer-County
577,Guilford,2138,41.3,98565,56.3,43.7,43754,215470," [(['White alone'], ['1,881']), (['Hispanic'], ['112']), (['Asian alone'], ['62']), (['Black alone'], ['53']), (['Two or more races'], ['27']), (['Other race alone'], ['2']), (['American Indian alone'], ['1'])] ",Franklin-County
578,Halfway House,2881,36.6,91645,50.2,49.8,34306,222514," [(['White alone'], ['2,436']), (['Black alone'], ['224']), (['Asian alone'], ['81']), (['Hispanic'], ['82']), (['Two or more races'], ['47']), (['American Indian alone'], ['5']), (['Other race alone'], ['4']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['2'])]",Montgomery-County
579,Halifax,833,32.5,48019,50.2,49.8,20697,113817," [(['White alone'], ['789']), (['Two or more races'], ['27']), (['Hispanic'], ['17']), (['Black alone'], ['6']), (['Asian alone'], ['2'])] ",Dauphin-County
580,Hallam,2664,36.5,59417,43.3,56.7,24818,139399," [(['White alone'], ['2,432']), (['Black alone'], ['109']), (['Hispanic'], ['61']), (['Two or more races'], ['38']), (['Asian alone'], ['30']), (['American Indian alone'], ['3'])] ",York-County
581,Hallstead,1257,39.2,41682,46.6,53.4,25437,94369," [(['White alone'], ['1,257']), (['Two or more races'], ['19']), (['Hispanic'], ['13']), (['Black alone'], ['9']), (['American Indian alone'], ['5'])] ",Susquehanna-County
582,Hamburg,4338,40.5,53048,45.4,54.6,29958,132186," [(['White alone'], ['4,059']), (['Hispanic'], ['127']), (['Black alone'], ['47']), (['Two or more races'], ['29']), (['Asian alone'], ['19']), (['American Indian alone'], ['7']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Berks-County
583,Hampton Township,16704,39.8,88331,48.9,51.1,44516,235008," [(['White alone'], ['17,046']), (['Asian alone'], ['215']), (['Black alone'], ['116']), (['Hispanic'], ['93']), (['Two or more races'], ['40']), (['American Indian alone'], ['8']), (['Other race alone'], ['7']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Allegheny-County
584,Hampton,632,31.8,68723,45.3,54.7,19063,138181," [(['White alone'], ['574']), (['Hispanic'], ['47']), (['Asian alone'], ['9']), (['Two or more races'], ['2'])] ",Adams-County
585,Hanover,15454,39.9,47213,46.4,53.6,26840,155853," [(['White alone'], ['13,631']), (['Hispanic'], ['1,121']), (['Two or more races'], ['198']), (['Black alone'], ['155']), (['Asian alone'], ['149']), (['American Indian alone'], ['21']), (['Other race alone'], ['9']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['5'])]",York-County
586,Harleigh,1104,57.6,46580,53.5,46.5,26893,123400," [(['White alone'], ['1,035']), (['Hispanic'], ['35']), (['Asian alone'], ['17']), (['Black alone'], ['9']), (['American Indian alone'], ['4']), (['Two or more races'], ['4'])] ",Luzerne-County
587,Harleysville,9286,43.6,87731,47.7,52.3,40613,305825," [(['White alone'], ['8,399']), (['Asian alone'], ['326']), (['Black alone'], ['232']), (['Hispanic'], ['219']), (['Two or more races'], ['101']), (['Other race alone'], ['7']), (['American Indian alone'], ['2'])] ",Montgomery-County
588,Harmonsburg,401,40.5,25498,48.0,52.0,17913,86277," [(['White alone'], ['384']), (['Two or more races'], ['8']), (['Hispanic'], ['7']), (['Black alone'], ['1']), (['American Indian alone'], ['1'])] ",Crawford-County
589,Harmony Township,3222,44.2,55312,47.6,52.4,30042,122385," [(['White alone'], ['3,279']), (['Black alone'], ['45']), (['Two or more races'], ['20']), (['Hispanic'], ['19']), (['Asian alone'], ['4']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['4']), (['Other race alone'], ['2'])]",Beaver-County
590,Harmony,868,43.1,65439,47.2,52.8,34417,184244," [(['White alone'], ['865']), (['Hispanic'], ['13']), (['Two or more races'], ['8']), (['Asian alone'], ['3']), (['Black alone'], ['1'])] ",Butler-County
591,Harrisburg,49082,31.8,35877,46.5,53.5,20768,87183," [(['Black alone'], ['24,649']), (['White alone'], ['11,483']), (['Hispanic'], ['10,413']), (['Asian alone'], ['3,005']), (['Two or more races'], ['1,190']), (['American Indian alone'], ['93']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['26']), (['Other race alone'], ['8'])]",Dauphin-County
592,Harrison Township,10421,42.6,49041,46.2,53.8,27580,133359," [(['White alone'], ['10,328']), (['Black alone'], ['399']), (['Two or more races'], ['89']), (['Hispanic'], ['60']), (['Asian alone'], ['44']), (['Other race alone'], ['10']), (['American Indian alone'], ['4'])] ",Allegheny-County
593,Harrisville,885,42.0,60859,49.2,50.8,26929,123507," [(['White alone'], ['867']), (['Black alone'], ['11']), (['Two or more races'], ['9']), (['Hispanic'], ['9']), (['American Indian alone'], ['1'])] ",Butler-County
594,Hartleton,285,40.7,65654,46.0,54.0,25405,109942," [(['White alone'], ['279']), (['Two or more races'], ['4'])] ",Union-County
595,Hartstown,201,44.1,39801,43.5,56.5,20462,74259," [(['White alone'], ['199']), (['Black alone'], ['1']), (['Two or more races'], ['1'])] ",Crawford-County
596,Harveys Lake,2777,50.7,56966,46.7,53.3,35200,182052," [(['White alone'], ['2,715']), (['Two or more races'], ['37']), (['Hispanic'], ['18']), (['Asian alone'], ['13']), (['Black alone'], ['5']), (['American Indian alone'], ['3'])] ",Luzerne-County
597,Harwick,899,51.6,56140,44.7,55.3,34440,147100," [(['White alone'], ['889']), (['Hispanic'], ['7']), (['Black alone'], ['2']), (['Asian alone'], ['1'])] ",Allegheny-County
598,Hasson Heights,1351,45.8,52856,50.6,49.4,27894,94161," [(['White alone'], ['1,318']), (['Black alone'], ['13']), (['Hispanic'], ['10']), (['Asian alone'], ['7']), (['Two or more races'], ['3'])] ",Venango-County
599,Hastings,1238,47.0,41653,47.5,52.5,23855,80163," [(['White alone'], ['1,259']), (['Two or more races'], ['7']), (['Hispanic'], ['7']), (['Black alone'], ['2']), (['Asian alone'], ['2']), (['American Indian alone'], ['1'])] ",Cambria-County
600,Hatboro,7426,37.2,67962,49.6,50.4,32295,265949," [(['White alone'], ['6,634']), (['Hispanic'], ['316']), (['Black alone'], ['192']), (['Asian alone'], ['112']), (['Two or more races'], ['84']), (['American Indian alone'], ['14']), (['Other race alone'], ['7']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Montgomery-County
601,Hatfield,3314,36.7,51849,52.9,47.1,25830,261972," [(['White alone'], ['2,080']), (['Asian alone'], ['772']), (['Hispanic'], ['224']), (['Black alone'], ['133']), (['Two or more races'], ['75']), (['Other race alone'], ['3']), (['American Indian alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Montgomery-County
602,Haverford College,1331,20.4,67950,52.4,47.6,36333,239500," [(['White alone'], ['973']), (['Hispanic'], ['102']), (['Asian alone'], ['98']), (['Two or more races'], ['76']), (['Black alone'], ['74']), (['Other race alone'], ['8'])] ",Delaware-County
603,Hawk Run,534,33.6,47352,44.0,56.0,22804,94100," [(['White alone'], ['526']), (['Two or more races'], ['6']), (['Black alone'], ['1']), (['American Indian alone'], ['1'])] ",Clearfield-County
604,Hawley,1163,45.7,37740,50.6,49.4,23141,128421," [(['White alone'], ['1,123']), (['Hispanic'], ['61']), (['Two or more races'], ['20']), (['Black alone'], ['6']), (['Asian alone'], ['1'])] ",Wayne-County
605,Hawthorn,479,41.8,41652,43.5,56.5,19283,81496," [(['White alone'], ['493']), (['Two or more races'], ['1'])] ",Clarion-County
606,Hazleton,24932,36.3,32462,50.1,49.9,18597,87129," [(['White alone'], ['14,955']), (['Hispanic'], ['9,454']), (['Black alone'], ['497']), (['Asian alone'], ['184']), (['Two or more races'], ['175']), (['Other race alone'], ['46']), (['American Indian alone'], ['24']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['5'])]",Luzerne-County
607,Hebron,1305,63.5,57248,48.1,51.9,27449,168500," [(['White alone'], ['1,039']), (['Hispanic'], ['181']), (['Black alone'], ['63']), (['Two or more races'], ['12']), (['Asian alone'], ['7']), (['American Indian alone'], ['3'])] ",Lebanon-County
608,Heckscherville,220,51.4,51693,50.4,49.6,19798,54439," [(['White alone'], ['218']), (['Two or more races'], ['2'])] ",Schuylkill-County
609,Hegins,812,41.8,50684,49.2,50.8,25430,97600," [(['White alone'], ['791']), (['Hispanic'], ['12']), (['Two or more races'], ['7']), (['Asian alone'], ['2'])] ",Schuylkill-County
610,Heidelberg,1238,42.5,44754,47.4,52.6,25863,106823," [(['White alone'], ['1,181']), (['Black alone'], ['27']), (['Hispanic'], ['19']), (['Two or more races'], ['11']), (['Asian alone'], ['5']), (['Other race alone'], ['1'])] ",Allegheny-County
611,Heidlersburg,707,35.0,59300,47.0,53.0,28404,206900," [(['White alone'], ['602']), (['Hispanic'], ['86']), (['Two or more races'], ['13']), (['Black alone'], ['2']), (['American Indian alone'], ['2']), (['Asian alone'], ['2'])] ",Adams-County
612,Heilwood,711,45.4,51855,61.6,38.4,20593,74643," [(['White alone'], ['701']), (['Two or more races'], ['7']), (['Hispanic'], ['2']), (['Black alone'], ['1'])] ",Indiana-County
613,Hellertown,5858,40.3,63425,49.8,50.2,27479,186722," [(['White alone'], ['5,460']), (['Hispanic'], ['266']), (['Black alone'], ['66']), (['Two or more races'], ['58']), (['Asian alone'], ['47']), (['American Indian alone'], ['1'])] ",Northampton-County
614,Hemlock Farms,3271,45.4,63442,49.2,50.8,30813,187492," [(['White alone'], ['2,958']), (['Hispanic'], ['176']), (['Black alone'], ['70']), (['Asian alone'], ['31']), (['Two or more races'], ['31']), (['Other race alone'], ['3']), (['American Indian alone'], ['2'])] ",Pike-County
615,Hendersonville,325,49.6,57998,38.0,62.0,32270,167100," [(['White alone'], ['295']), (['Black alone'], ['21']), (['Two or more races'], ['9'])] ",Washington-County
616,Hereford,930,48.3,59286,56.3,43.7,29321,174800," [(['White alone'], ['853']), (['Hispanic'], ['42']), (['Two or more races'], ['23']), (['Asian alone'], ['6']), (['Black alone'], ['4']), (['American Indian alone'], ['1']), (['Other race alone'], ['1'])] ",Berks-County
617,Herminie,789,35.6,54284,50.8,49.2,22035,79428," [(['White alone'], ['765']), (['Hispanic'], ['13']), (['Black alone'], ['5']), (['Two or more races'], ['4']), (['Asian alone'], ['2'])] ",Westmoreland-County
618,Hermitage,16118,49.4,60082,48.6,51.4,32848,141010," [(['White alone'], ['14,692']), (['Black alone'], ['724']), (['Hispanic'], ['225']), (['Asian alone'], ['123']), (['Two or more races'], ['131']), (['Other race alone'], ['48']), (['American Indian alone'], ['13'])] ",Mercer-County
619,Herndon,314,34.6,48063,57.6,42.4,19759,94351," [(['White alone'], ['309']), (['Black alone'], ['11']), (['Two or more races'], ['2']), (['American Indian alone'], ['1']), (['Asian alone'], ['1'])] ",Northumberland-County
620,Hershey,14257,40.9,59833,46.4,53.6,37964,256244," [(['White alone'], ['11,240']), (['Hispanic'], ['1,132']), (['Asian alone'], ['930']), (['Black alone'], ['782']), (['Two or more races'], ['252']), (['Other race alone'], ['23']), (['American Indian alone'], ['4'])] ",Dauphin-County
621,Hickory Hills,562,39.8,46580,46.4,53.6,26893,123400," [(['White alone'], ['518']), (['Hispanic'], ['26']), (['Black alone'], ['8']), (['Two or more races'], ['7']), (['American Indian alone'], ['2']), (['Asian alone'], ['1'])] ",Luzerne-County
622,Hickory,740,32.6,57998,50.7,49.3,32270,167100," [(['White alone'], ['729']), (['Two or more races'], ['9']), (['Asian alone'], ['1']), (['Hispanic'], ['1'])] ",Washington-County
623,Highland Park,1380,46.5,50180,47.2,52.8,24267,142228," [(['White alone'], ['1,336']), (['Hispanic'], ['16']), (['Asian alone'], ['12']), (['Two or more races'], ['8']), (['Black alone'], ['6']), (['Other race alone'], ['2'])] ",Mifflin-County
624,Highspire,2378,45.1,42881,46.2,53.8,22867,94466," [(['White alone'], ['1,510']), (['Hispanic'], ['500']), (['Black alone'], ['237']), (['American Indian alone'], ['30']), (['Two or more races'], ['22']), (['Asian alone'], ['11'])] ",Dauphin-County
625,Hilldale,1246,53.2,46580,59.9,40.1,26893,123400," [(['White alone'], ['1,216']), (['Hispanic'], ['18']), (['Asian alone'], ['6']), (['Other race alone'], ['4']), (['Two or more races'], ['2'])] ",Luzerne-County
626,Hiller,1155,54.3,63961,45.6,54.4,34065,91309," [(['White alone'], ['1,069']), (['Black alone'], ['54']), (['Two or more races'], ['20']), (['Asian alone'], ['4']), (['Other race alone'], ['3']), (['Hispanic'], ['4']), (['American Indian alone'], ['1'])] ",Fayette-County
627,Hokendauqua,3378,46.0,61419,47.8,52.2,32609,172645," [(['White alone'], ['3,016']), (['Hispanic'], ['210']), (['Black alone'], ['87']), (['Asian alone'], ['37']), (['Two or more races'], ['25']), (['American Indian alone'], ['2']), (['Other race alone'], ['1'])] ",Lehigh-County
628,Holiday Pocono,476,55.9,51676,58.9,41.1,26306,139000," [(['White alone'], ['426']), (['Hispanic'], ['40']), (['Black alone'], ['5']), (['Two or more races'], ['4']), (['Asian alone'], ['1'])] ",Carbon-County
