,City,Population,Age,Average Income,Percent of Men in City,Percent of Women in City,Per Capita Income,Median House Value,Racial Breakdown,County,Higher Degree,H.S Diploma,No H.S Diploma,ZipCode,Lat,Long
388,Orangeville,506,53.6,53689,40.5,59.5,21798,122172," [(['White alone'], ['496']), (['Hispanic'], ['7']), (['Black alone'], ['2']), (['American Indian alone'], ['2']), (['Asian alone'], ['1'])] ",Columbia-County,28.952725,60.021042,11.026233,17859,41.07,-76.41
389,Stillwater,212,50.1,47796,45.3,54.7,24943,143641," [(['White alone'], ['204']), (['Black alone'], ['3']), (['Hispanic'], ['2'])] ",Columbia-County,28.952725,60.021042,11.026233,17878,41.15,-76.36
390,Ashland,2757,47.2,37369,48.9,51.1,22731,59667," [(['White alone'], ['2,748']), (['Two or more races'], ['27']), (['Hispanic'], ['29']), (['Asian alone'], ['8']), (['Black alone'], ['4']), (['American Indian alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17921,40.78,-76.34
391,Auburn,724,41.4,49123,51.1,48.9,23165,87143," [(['White alone'], ['722']), (['Hispanic'], ['10']), (['Two or more races'], ['4']), (['Black alone'], ['3']), (['Asian alone'], ['2'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17922,40.59,-76.09
392,Branchdale,388,28.8,44075,51.3,48.7,19003,67254," [(['White alone'], ['373']), (['Two or more races'], ['6']), (['Hispanic'], ['5']), (['Asian alone'], ['3']), (['Black alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17923,40.64,-76.33
393,Coaldale,2220,43.9,36341,51.5,48.5,20477,48903," [(['White alone'], ['2,148']), (['Hispanic'], ['75']), (['Two or more races'], ['28']), (['Asian alone'], ['15']), (['Black alone'], ['12']), (['American Indian alone'], ['3'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,18218,40.82,-75.91
394,Cressona,1635,40.8,60581,49.8,50.2,26441,110518," [(['White alone'], ['1,617']), (['Hispanic'], ['61']), (['Two or more races'], ['38']), (['Black alone'], ['35']), (['Asian alone'], ['35']), (['American Indian alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17929,40.63,-76.19
395,Cumbola,443,42.8,50684,52.0,48.0,25430,97600," [(['White alone'], ['422']), (['Hispanic'], ['14']), (['Two or more races'], ['4']), (['Asian alone'], ['2']), (['Black alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17930,40.72,-76.15
396,Delano,342,50.4,47884,55.3,44.7,28063,52696," [(['White alone'], ['339']), (['Hispanic'], ['2']), (['Asian alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,18220,40.84,-76.06
397,Forestville,435,46.7,50684,48.0,52.0,25430,97600," [(['White alone'], ['432']), (['Asian alone'], ['1']), (['Two or more races'], ['1']), (['Hispanic'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,16035,41.11,-79.98
398,Frackville,3739,43.0,53564,48.4,51.6,24268,70329," [(['White alone'], ['3,696']), (['Hispanic'], ['40']), (['Asian alone'], ['34']), (['Black alone'], ['12']), (['Two or more races'], ['11']), (['Other race alone'], ['8']), (['American Indian alone'], ['4'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17931,40.78,-76.23
399,Friedensburg,858,52.2,56028,53.5,46.5,33556,87825," [(['White alone'], ['842']), (['Hispanic'], ['7']), (['Two or more races'], ['6']), (['Asian alone'], ['2']), (['Black alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17933,40.58,-76.23
400,Gilberton,754,38.2,44552,57.4,42.6,17041,33422," [(['White alone'], ['741']), (['Hispanic'], ['22']), (['Two or more races'], ['6'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17934,40.79,-76.22
401,Girardville,1490,43.2,39384,51.3,48.7,19111,30859," [(['White alone'], ['1,464']), (['Hispanic'], ['25']), (['Black alone'], ['16']), (['Two or more races'], ['9']), (['American Indian alone'], ['4']), (['Other race alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17935,40.79,-76.28
402,Gordon,748,35.9,59646,51.0,49.0,27424,98318," [(['White alone'], ['739']), (['Hispanic'], ['19']), (['Black alone'], ['4']), (['American Indian alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17936,40.75,-76.34
403,Hegins,812,41.8,50684,49.2,50.8,25430,97600," [(['White alone'], ['791']), (['Hispanic'], ['12']), (['Two or more races'], ['7']), (['Asian alone'], ['2'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17938,40.66,-76.48
404,Kelayres,533,41.8,50684,46.4,53.6,25430,97600," [(['White alone'], ['500']), (['Hispanic'], ['26']), (['Asian alone'], ['3']), (['Two or more races'], ['3']), (['Black alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,18231,40.9,-76.01
405,Lavelle,742,61.0,50684,52.9,47.1,25430,97600," [(['White alone'], ['734']), (['Hispanic'], ['5']), (['American Indian alone'], ['1']), (['Asian alone'], ['1']), (['Two or more races'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17943,40.76,-76.39
406,Mahanoy City,4083,33.3,29420,45.9,54.1,17494,28808," [(['White alone'], ['3,250']), (['Hispanic'], ['512']), (['Black alone'], ['234']), (['Two or more races'], ['30']), (['Asian alone'], ['17']), (['American Indian alone'], ['13'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17948,40.81,-76.13
407,Middleport,397,47.3,53300,48.8,51.2,25255,60590," [(['White alone'], ['400']), (['Black alone'], ['4']), (['Two or more races'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17953,40.72,-76.08
408,Minersville,4269,42.9,39654,52.0,48.0,21587,60180," [(['White alone'], ['4,145']), (['Hispanic'], ['108']), (['Black alone'], ['60']), (['Two or more races'], ['48']), (['Asian alone'], ['22']), (['American Indian alone'], ['10']), (['Other race alone'], ['4'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17954,40.69,-76.25
409,Muir,451,41.5,50684,55.0,45.0,25430,97600," [(['White alone'], ['447']), (['Two or more races'], ['2']), (['Hispanic'], ['2'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17957,40.59,-76.51
410,New Philadelphia,1067,46.6,44396,49.4,50.6,23792,49825," [(['White alone'], ['1,044']), (['Hispanic'], ['18']), (['Two or more races'], ['10']), (['American Indian alone'], ['6']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['4']), (['Black alone'], ['2']), (['Asian alone'], ['1'])]",Schuylkill-County,24.926056,62.96038100000001,12.113562,17959,40.71,-76.11
411,New Ringgold,271,42.2,51693,49.4,50.6,22765,96575," [(['White alone'], ['261']), (['Hispanic'], ['5']), (['Black alone'], ['4']), (['Two or more races'], ['4']), (['American Indian alone'], ['2'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17960,40.68,-75.99
412,Nuremberg,434,37.6,50030,49.0,51.0,28282,106417," [(['White alone'], ['425']), (['Asian alone'], ['5']), (['Hispanic'], ['3']), (['Two or more races'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,18241,40.93,-76.18
413,Orwigsburg,3029,47.9,60928,46.5,53.5,34546,149271," [(['White alone'], ['2,795']), (['Asian alone'], ['116']), (['Two or more races'], ['47']), (['Black alone'], ['32']), (['Hispanic'], ['10']), (['American Indian alone'], ['5'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17961,40.65,-76.1
414,Pine Grove,2148,38.6,49837,47.0,53.0,24724,123025," [(['White alone'], ['2,090']), (['Hispanic'], ['45']), (['Two or more races'], ['25']), (['Black alone'], ['17']), (['Asian alone'], ['7']), (['American Indian alone'], ['1']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Schuylkill-County,24.926056,62.96038100000001,12.113562,17963,40.54,-76.38
415,Port Carbon,1837,41.0,47252,48.0,52.0,23487,75250," [(['White alone'], ['1,797']), (['Hispanic'], ['41']), (['Two or more races'], ['29']), (['Black alone'], ['14']), (['Asian alone'], ['8'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17965,40.69,-76.16
416,Port Clinton,321,45.3,53830,56.6,43.4,26519,92269," [(['White alone'], ['318']), (['Two or more races'], ['5']), (['Hispanic'], ['3'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,19549,40.58,-76.02
417,Pottsville,13940,43.7,41881,47.7,52.3,23587,71047," [(['White alone'], ['12,428']), (['Hispanic'], ['516']), (['Black alone'], ['473']), (['Two or more races'], ['396']), (['Asian alone'], ['61']), (['American Indian alone'], ['26'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17901,40.67,-76.2
418,Ravine,662,46.6,56525,50.4,49.6,25389,147118," [(['White alone'], ['646']), (['Black alone'], ['6']), (['Two or more races'], ['5']), (['American Indian alone'], ['3']), (['Hispanic'], ['2'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17966,40.56,-76.33
419,Ringtown,801,47.1,60288,47.1,52.9,26829,114311," [(['White alone'], ['804']), (['Hispanic'], ['7']), (['Two or more races'], ['4']), (['Black alone'], ['2']), (['Asian alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17967,40.85,-76.23
420,Schuylkill Haven,5284,42.8,52684,51.4,48.6,27144,84170," [(['White alone'], ['5,069']), (['Black alone'], ['132']), (['Hispanic'], ['113']), (['Two or more races'], ['62']), (['Asian alone'], ['49']), (['American Indian alone'], ['10']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2'])]",Schuylkill-County,24.926056,62.96038100000001,12.113562,17972,40.62,-76.17
421,Seltzer,350,63.0,50642,48.4,51.6,31957,143939," [(['White alone'], ['341']), (['Hispanic'], ['8']), (['Two or more races'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17974,40.69,-76.22
422,Shenandoah,4925,41.1,25803,49.2,50.8,15257,30039," [(['White alone'], ['4,072']), (['Hispanic'], ['848']), (['Black alone'], ['66']), (['Two or more races'], ['61']), (['Asian alone'], ['16']), (['American Indian alone'], ['7']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Schuylkill-County,24.926056,62.96038100000001,12.113562,17976,40.81,-76.2
423,Sheppton,239,43.2,35369,62.1,37.9,16978,76891," [(['White alone'], ['235']), (['Asian alone'], ['2']), (['Two or more races'], ['2'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,18248,40.9,-76.11
424,Tamaqua,6899,38.0,35418,50.3,49.7,18890,57514," [(['White alone'], ['6,708']), (['Hispanic'], ['252']), (['Two or more races'], ['75']), (['Black alone'], ['39']), (['Asian alone'], ['23']), (['American Indian alone'], ['10'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,18252,40.8,-75.93
425,Tower City,1320,40.9,53280,51.3,48.7,23070,76481," [(['White alone'], ['1,312']), (['Hispanic'], ['18']), (['Two or more races'], ['8']), (['American Indian alone'], ['5']), (['Black alone'], ['1']), (['Asian alone'], ['1']), (['Other race alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17980,40.58,-76.55
426,Tremont,1722,46.1,44377,47.9,52.1,22186,70637," [(['White alone'], ['1,720']), (['Black alone'], ['10']), (['Two or more races'], ['9']), (['Hispanic'], ['9']), (['Asian alone'], ['2']), (['American Indian alone'], ['1']), (['Other race alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17981,40.62,-76.39
427,Tuscarora,980,40.8,52237,51.8,48.2,25171,80479," [(['White alone'], ['960']), (['Hispanic'], ['12']), (['American Indian alone'], ['2']), (['Asian alone'], ['2']), (['Two or more races'], ['2']), (['Black alone'], ['1']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Schuylkill-County,24.926056,62.96038100000001,12.113562,17982,40.76,-76.05
428,Valley View,1683,47.1,58076,49.2,50.8,26261,110723," [(['White alone'], ['1,657']), (['Hispanic'], ['11']), (['Two or more races'], ['8']), (['Asian alone'], ['4']), (['Black alone'], ['2']), (['American Indian alone'], ['1'])] ",Schuylkill-County,24.926056,62.96038100000001,12.113562,17983,39.94,-76.7
429,Altoona,45558,38.9,36249,49.9,50.1,21279,86993," [(['White alone'], ['41,501']), (['Black alone'], ['1,314']), (['Two or more races'], ['1,167']), (['Hispanic'], ['788']), (['Asian alone'], ['166']), (['American Indian alone'], ['9']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['6']), (['Other race alone'], ['6'])]",Blair-County,27.754321,62.919552,9.326127,16601,40.5,-78.4
430,Bellwood,1794,36.5,46124,49.6,50.4,22646,103291," [(['White alone'], ['1,786']), (['Hispanic'], ['18']), (['Two or more races'], ['14']), (['Black alone'], ['5']), (['American Indian alone'], ['3']), (['Asian alone'], ['2'])] ",Blair-County,27.754321,62.919552,9.326127,16617,40.6,-78.33
431,Claysburg,1625,29.5,35280,48.8,51.2,16487,108792," [(['White alone'], ['1,584']), (['Two or more races'], ['19']), (['Hispanic'], ['14']), (['Black alone'], ['7']), (['Asian alone'], ['1'])] ",Blair-County,27.754321,62.919552,9.326127,16625,40.29,-78.44
432,Duncansville,1210,44.5,40433,41.4,58.6,23050,105838," [(['White alone'], ['1,202']), (['Asian alone'], ['12']), (['Two or more races'], ['11']), (['Hispanic'], ['5']), (['Black alone'], ['3'])] ",Blair-County,27.754321,62.919552,9.326127,16635,40.42,-78.42
433,East Freedom,972,34.5,43443,56.6,43.4,24821,114700," [(['White alone'], ['933']), (['Black alone'], ['15']), (['Two or more races'], ['15']), (['Hispanic'], ['6']), (['Asian alone'], ['3'])] ",Blair-County,27.754321,62.919552,9.326127,16637,40.32,-78.45
434,Hollidaysburg,5779,47.7,51380,44.7,55.3,30351,137620," [(['White alone'], ['5,458']), (['Hispanic'], ['146']), (['Asian alone'], ['86']), (['Two or more races'], ['50']), (['Black alone'], ['5']), (['American Indian alone'], ['3'])] ",Blair-County,27.754321,62.919552,9.326127,16648,40.43,-78.39
435,Martinsburg,1921,53.4,38031,44.7,55.3,25112,124988," [(['White alone'], ['1,921']), (['Hispanic'], ['14']), (['Black alone'], ['11']), (['Two or more races'], ['9']), (['Asian alone'], ['2']), (['American Indian alone'], ['1'])] ",Blair-County,27.754321,62.919552,9.326127,16662,40.31,-78.32
436,Newry,268,40.6,31653,42.8,57.2,18738,134258," [(['White alone'], ['258']), (['Two or more races'], ['7']), (['Hispanic'], ['3']), (['Black alone'], ['1']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Blair-County,27.754321,62.919552,9.326127,16665,40.39,-78.43
437,Roaring Spring,2549,36.7,46409,48.3,51.7,23347,113885," [(['White alone'], ['2,523']), (['Two or more races'], ['19']), (['Asian alone'], ['15']), (['Hispanic'], ['15']), (['Black alone'], ['13'])] ",Blair-County,27.754321,62.919552,9.326127,16673,40.33,-78.39
438,Tipton,1083,50.6,69239,46.7,53.3,33594,127331," [(['White alone'], ['1,071']), (['Black alone'], ['4']), (['Hispanic'], ['4']), (['Two or more races'], ['2']), (['American Indian alone'], ['1']), (['Asian alone'], ['1'])] ",Blair-County,27.754321,62.919552,9.326127,16684,40.63,-78.29
439,Tyrone,5380,41.3,40444,50.3,49.7,23308,92901," [(['White alone'], ['5,293']), (['Two or more races'], ['62']), (['Hispanic'], ['56']), (['Black alone'], ['37']), (['American Indian alone'], ['16']), (['Asian alone'], ['13'])] ",Blair-County,27.754321,62.919552,9.326127,16686,40.67,-78.24
440,Williamsburg,1229,39.7,43312,45.9,54.1,20537,94734," [(['White alone'], ['1,226']), (['Hispanic'], ['13']), (['Two or more races'], ['10']), (['Black alone'], ['3']), (['American Indian alone'], ['1']), (['Asian alone'], ['1'])] ",Blair-County,27.754321,62.919552,9.326127,16693,40.46,-78.2
441,Ambler,6506,35.0,58754,46.6,53.4,33938,276729," [(['White alone'], ['4,657']), (['Black alone'], ['813']), (['Hispanic'], ['504']), (['Asian alone'], ['240']), (['Two or more races'], ['185']), (['Other race alone'], ['13']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['3']), (['American Indian alone'], ['2'])]",Montgomery-County,54.288002,39.614986,6.097012,19002,40.15,-75.22
442,Ardmore,12455,39.9,82802,47.3,52.7,52326,324037," [(['White alone'], ['9,102']), (['Black alone'], ['1,512']), (['Hispanic'], ['992']), (['Asian alone'], ['624']), (['Two or more races'], ['357']), (['Other race alone'], ['65']), (['American Indian alone'], ['6'])] ",Montgomery-County,54.288002,39.614986,6.097012,19003,40.0,-75.29
443,Audubon,8433,36.2,85676,49.8,50.2,44242,351772," [(['White alone'], ['6,590']), (['Asian alone'], ['1,120']), (['Black alone'], ['423']), (['Hispanic'], ['195']), (['Two or more races'], ['94']), (['Other race alone'], ['7']), (['American Indian alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2'])]",Montgomery-County,54.288002,39.614986,6.097012,19407,40.12,-75.42
444,Blue Bell,6067,49.7,133678,48.6,51.4,62642,446597," [(['White alone'], ['5,244']), (['Asian alone'], ['489']), (['Black alone'], ['175']), (['Hispanic'], ['90']), (['Two or more races'], ['48']), (['Other race alone'], ['17']), (['American Indian alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Montgomery-County,54.288002,39.614986,6.097012,19422,40.14,-75.26
445,Bridgeport,4578,36.1,48908,52.7,47.3,30088,204302," [(['White alone'], ['3,362']), (['Hispanic'], ['583']), (['Black alone'], ['349']), (['Asian alone'], ['128']), (['Two or more races'], ['116']), (['Other race alone'], ['11']), (['American Indian alone'], ['5'])] ",Montgomery-County,54.288002,39.614986,6.097012,19405,40.1,-75.34
446,Bryn Athyn,1396,35.3,102933,48.5,51.5,40060,461564," [(['White alone'], ['1,258']), (['Black alone'], ['37']), (['Asian alone'], ['35']), (['Two or more races'], ['24']), (['Hispanic'], ['17']), (['Other race alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Montgomery-County,54.288002,39.614986,6.097012,19009,40.13,-75.06
447,Bryn Mawr,3779,22.1,55784,31.6,68.4,34437,278613," [(['White alone'], ['2,685']), (['Asian alone'], ['399']), (['Black alone'], ['376']), (['Hispanic'], ['187']), (['Two or more races'], ['125']), (['Other race alone'], ['5']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2'])]",Montgomery-County,54.288002,39.614986,6.097012,19010,40.02,-75.31
448,Collegeville,5322,22.3,108616,47.8,52.2,34170,316920," [(['White alone'], ['4,473']), (['Black alone'], ['198']), (['Asian alone'], ['195']), (['Hispanic'], ['123']), (['Two or more races'], ['85']), (['Other race alone'], ['8']), (['American Indian alone'], ['7'])] ",Montgomery-County,54.288002,39.614986,6.097012,19426,40.18,-75.45
449,Conshohocken,7895,32.7,80928,52.4,47.6,46326,290963," [(['White alone'], ['7,104']), (['Hispanic'], ['308']), (['Black alone'], ['187']), (['Asian alone'], ['172']), (['Two or more races'], ['152']), (['American Indian alone'], ['17'])] ",Montgomery-County,54.288002,39.614986,6.097012,19428,40.07,-75.3
