,County,School Number,School,% Advanced,% Proficient,% Basic,% Below Basic
1616,ALLEGHENY,5191,RAMSEY EL SCH,29.76,34.78,22.4,13.05
1617,INDIANA,8066,RAYNE EL SCH,25.29,34.16,25.9,14.64
1618,BERKS,8117,READING INTERMEDIATE HIGH SCHO,1.36,10.52,25.34,62.78
1619,LANCASTER,5053,REAMSTOWN EL SCH,23.3,43.79,17.01,15.91
1620,YORK,4597,RED LION AREA JHS,20.22,38.94,27.32,13.52
1621,YORK,7332,RED MILL EL SCH,38.94,34.27,17.98,8.82
1622,CLARION,1495,REDBANK VALLEY HS,17.17,42.6,26.34,13.9
1623,CLARION,8168,REDBANK VALLEY INTRMD SCH,19.01,35.7,27.3,18.02
1624,CHESTER,7334,REECEVILLE EL SCH,13.92,27.51,29.94,28.64
1625,ALLEGHENY,433,REGENCY PARK EL SCH,32.44,42.88,16.99,7.73
1626,LANCASTER,7383,REIDENBAUGH EL SCH,42.61,36.19,14.07,7.18
1627,BERKS,7755,REIFFTON SCH,25.15,42.41,22.04,10.44
1628,CHESTER,7636,RENAISSANCE ACAD CS,33.73,35.21,23.29,7.82
1629,CLINTON,6242,RENOVO EL SCH,25.14,30.66,26.05,18.15
1630,ALLEGHENY,4843,RESERVE PRIMARY SCH,18.8,49.0,23.95,8.35
1631,MONROE,7411,RESICA EL SCH,20.56,39.78,26.46,13.16
1632,MERCER,3164,REYNOLDS EL SCH,20.27,40.24,25.47,14.03
1633,MERCER,3165,REYNOLDS JSHS,17.11,37.27,28.04,17.6
1634,LANCASTER,2594,REYNOLDS MS,7.07,22.83,33.26,36.84
1635,PHILADELPHIA,3771,RHAWNHURST SCH,7.81,30.46,35.24,26.49
1636,LANCASTER,2559,RHEEMS EL SCH,38.0,44.0,14.0,4.0
1637,PHILADELPHIA,3614,RHOADS JAMES SCH,1.14,10.71,29.85,58.34
1638,PHILADELPHIA,8292,RHODES E W ACADEMY,0.12,7.26,31.57,61.0
1639,ERIE,6777,RICE AVENUE MS,24.81,40.0,26.02,9.15
1640,CUMBERLAND,1730,RICE EL,25.2,43.2,22.65,8.95
1641,LUZERNE,5341,RICE EL SCH,35.24,41.81,17.65,5.29
1642,PHILADELPHIA,7684,RICHARD ALLEN PREP CS,0.76,10.01,31.1,58.13
1643,DELAWARE,1949,RICHARDSON MS,27.91,39.37,23.23,9.53
1644,BUCKS,1087,RICHBORO EL SCH,27.29,41.1,23.91,7.71
1645,BUCKS,6454,RICHBORO MIDDLE SCHOOL,26.51,41.02,21.08,11.39
1646,BUCKS,1121,RICHLAND EL SCH,37.75,40.58,13.5,8.18
1647,CAMBRIA,1278,RICHLAND ELEM SCH,26.89,44.43,21.11,7.62
1648,CAMBRIA,7941,RICHLAND JR/SR HIGH SCHOOL,22.2,34.63,27.6,15.53
1649,BERKS,860,RICHMOND EL SCH,13.83,48.43,25.12,12.58
1650,PHILADELPHIA,3701,RICHMOND SCH,6.6,23.41,32.61,37.33
1651,MONTGOMERY,3332,RIDGE PARK EL SCH,40.8,44.75,10.1,4.4
1652,ELK,6805,RIDGWAY AREA MS,33.84,32.98,21.53,11.63
1653,DELAWARE,7218,RIDLEY MS,12.53,32.54,33.07,21.87
1654,CLARION,5033,RIMERSBURG EL SCH,14.19,35.65,30.06,20.14
1655,WASHINGTON,4268,RINGGOLD EL SCH N,21.91,39.91,24.96,13.27
1656,WASHINGTON,8197,RINGGOLD EL SCH SOUTH,12.79,33.25,29.64,24.3
1657,WASHINGTON,8103,RINGGOLD MS,11.27,29.4,31.07,28.26
1658,LEHIGH,2781,RITTER EL SCH,13.85,37.37,29.64,19.09
1659,LACKAWANNA,5093,RIVERSIDE EAST EL SCH,16.92,34.24,31.82,17.07
1660,BERKS,845,RIVERSIDE EL SCH,13.27,29.84,28.26,28.61
1661,LACKAWANNA,2496,RIVERSIDE JSHS,11.11,24.04,33.16,31.73
1662,BEAVER,8188,RIVERSIDE MS,25.75,39.22,24.42,10.62
1663,LACKAWANNA,6748,RIVERSIDE WEST EL SCH,22.03,36.69,25.98,15.3
1664,ALLEGHENY,6928,RIVERVIEW HS,21.19,37.12,26.51,15.2
1665,CLINTON,6245,ROBB EL SCH,13.52,33.17,28.66,24.66
1666,ERIE,7532,ROBERT BENJAMIN WILEY COMM CS,3.96,23.1,38.09,34.9
1667,LACKAWANNA,4952,ROBERT MORRIS NO 27,16.75,38.55,26.66,18.09
1668,DAUPHIN,7756,ROBERT REID ELEM SCHOOL,15.49,35.75,28.05,20.71
1669,LEHIGH,7629,ROBERTO CLEMENTE CS,7.43,27.36,36.33,28.87
1670,LEHIGH,8317,ROBERTO CLEMENTE ELEMENTARY CS,3.06,18.87,32.94,45.1
1671,MONTGOMERY,3391,ROBERTS EL SCH,36.31,36.94,19.43,7.32
1672,BEDFORD,751,ROBERTSDALE GR SCH,17.94,44.54,29.5,8.08
1673,BERKS,868,ROBESON EL CTR,38.08,35.51,19.58,6.83
1674,ERIE,2036,ROBISON EL SCH,31.31,35.72,21.36,11.62
1675,BEAVER,7333,ROCHESTER AREA EL SCH,14.38,34.39,28.8,22.43
1676,BEAVER,8279,ROCHESTER MS,3.77,26.89,37.99,31.3
1677,TIOGA,4079,ROCK L BUTLER MS,20.38,39.09,25.04,15.5
1678,HUNTINGDON,2309,ROCKHILL EL SCH,16.5,37.37,29.63,16.5
1679,SOMERSET,6209,ROCKWOOD AREA EL SCH,32.79,40.9,20.06,6.26
1680,SOMERSET,6210,ROCKWOOD AREA JSHS,13.99,46.0,26.82,13.23
1681,VENANGO,4126,ROCKY GROVE JSHS,6.64,28.27,40.08,24.97
1682,ALLEGHENY,458,ROGERS PRIMARY SCH,35.85,52.2,11.95,0.0
1683,LANCASTER,2575,ROHRERSTOWN EL SCH,37.4,34.21,18.02,10.36
1684,ADAMS,12,ROLLING ACRES EL SCH,17.75,41.4,26.95,13.85
1685,BUCKS,5308,ROLLING HILLS EL SCH,29.95,41.63,22.75,5.68
1686,ERIE,5227,ROLLING RIDGE EL SCH,42.05,40.51,15.42,2.03
1687,LYCOMING,7719,ROMMELT EL SCH,21.95,41.35,26.2,10.5
1688,LEHIGH,2782,ROOSEVELT EL SCH,16.61,33.46,28.03,21.91
1689,ERIE,2024,ROOSEVELT MS,7.84,25.25,33.77,33.13
1690,DELAWARE,1937,ROSE TREE EL SCH,49.67,37.26,10.04,3.08
1691,WYOMING,6396,ROSLUND EL SCH,20.82,44.75,25.1,9.25
1692,MONTGOMERY,3234,ROSLYN SCH,31.54,43.52,18.07,6.83
1693,LUZERNE,2920,ROSS EL SCH,33.76,35.97,19.18,11.12
1694,YORK,1738,ROSSMOYNE EL SCH,21.07,44.96,20.37,13.55
1695,WESTMORELAND,4325,ROSTRAVER EL SCH,26.77,38.0,23.16,12.12
1696,YORK,4539,ROUNDTOWN EL SCH,26.0,48.4,20.0,5.6
1697,BUTLER,1179,ROWAN EL SCH,44.9,39.53,11.2,4.32
1698,PHILADELPHIA,3724,ROWEN WILLIAM SCH,2.55,20.68,38.46,38.29
1699,DAUPHIN,7623,ROWLAND SCHOOL,0.09,4.53,27.25,68.22
1700,WESTMORELAND,8322,ROY A HUNT EL SCH,8.42,28.66,33.39,29.54
1701,MONTGOMERY,3364,ROYERSFORD EL SCH,25.85,45.52,18.83,9.82
1702,MONTGOMERY,3342,RUPERT EL SCH,15.63,35.6,30.7,18.08
1703,BUCKS,4675,RUSH EL SCH,11.05,27.29,31.07,30.54
1704,TIOGA,4060,RUSSELL B WALTER EL,22.57,38.22,30.22,8.99
1705,PHILADELPHIA,7677,RUSSELL BYERS CS,14.69,29.24,30.29,25.78
1706,DELAWARE,1894,RUSSELL EL SCH,38.98,38.04,15.76,7.23
1707,DAUPHIN,1811,RUTHERFORD EL SCH,15.49,32.23,26.93,25.33
1708,MONTGOMERY,3226,RYDAL SCH,42.92,42.64,12.05,2.35
1709,DELAWARE,6518,SABOLD EL SCH,44.0,37.93,13.87,4.19
1710,CRAWFORD,7278,SAEGERTOWN EL SCH,15.51,35.54,28.14,20.81
1711,CRAWFORD,6136,SAEGERTOWN HS,27.92,33.03,22.85,16.2
1712,SCHUYLKILL,3930,SAINT CLAIR AREA EL/,9.59,31.37,32.58,26.45
1713,COLUMBIA,1597,SALEM EL SCH,30.32,38.73,24.35,6.6
1714,MONTGOMERY,8282,SALFORD HILLS EL SCH,37.3,41.78,16.02,4.92
1715,LANCASTER,2648,SALISBURY ELEMENTARY,27.61,28.6,25.9,17.94
1716,LEHIGH,5365,SALISBURY MIDDLE SCHOOL,12.75,33.65,28.95,24.57
1717,SOMERSET,6818,SALISBURY-ELK LICK EL,36.79,37.43,21.95,3.83
1718,SOMERSET,4002,SALISBURY-ELK LICK JSH,11.49,30.18,33.33,25.0
1719,LYCOMING,5060,SALLADASBURG EL SCH,34.13,37.1,21.06,7.71
1720,INDIANA,2352,SALTSBURG EL SCH,35.45,35.11,19.29,10.15
1721,INDIANA,2353,SALTSBURG MIDDLE/HIGH,17.21,34.71,31.57,16.5
1722,MONTGOMERY,4943,SANDY RUN MS,32.57,40.29,20.02,7.17
1723,VENANGO,4101,SANDYCREEK EL SCH,15.22,36.95,25.84,21.99
1724,PHILADELPHIA,8083,SANKOFA FREEDOM ACADEMY CS,3.41,18.95,34.57,43.1
1725,LUZERNE,6388,SARA J DYMOND EL SCH,22.03,39.7,30.89,7.38
1726,CHESTER,7324,SARAH W STARKWEATHER,41.21,34.59,16.5,7.71
1727,NORTHAMPTON,3485,SAUCON VALLEY EL SCH,27.09,38.91,21.17,12.87
1728,NORTHAMPTON,7210,SAUCON VALLEY MS,25.44,37.95,26.09,10.57
1729,BEDFORD,752,SAXTON-LIBERTY GR SCH,17.48,35.27,34.33,12.92
1730,BRADFORD,965,SAYRE AREA HS,12.28,24.06,30.19,33.44
1731,DELAWARE,6519,SCENIC HILLS EL SCH,35.82,40.47,15.79,7.92
1732,LANCASTER,2620,SCHAEFFER  EL SCH,44.83,36.21,12.2,6.81
1733,ALLEGHENY,379,SCHILLER CLASSICAL A,4.24,14.22,39.06,42.42
1734,LEHIGH,2825,SCHNECKSVILLE SCH,34.19,41.85,18.37,5.58
1735,BUCKS,7568,SCHOOL LANE CS,21.51,39.01,25.25,14.23
1736,MCKEAN,7281,SCHOOL STREET EL SCH,20.63,39.1,26.22,14.06
1737,LUZERNE,2917,SCHUYLER AVENUE EL SCH,5.46,27.51,32.55,34.48
1738,CHESTER,4841,SCHUYLKILL EL SCH,38.39,37.35,19.28,4.95
1739,SCHUYLKILL,5264,SCHUYLKILL HAVEN  HS,17.17,28.87,27.17,26.8
1740,SCHUYLKILL,7331,SCHUYLKILL HAVEN EL CTR,21.47,40.44,27.15,10.97
1741,SCHUYLKILL,3935,SCHUYLKILL HAVEN MS,9.19,37.16,34.09,19.57
1742,BERKS,7429,SCHUYLKILL VALLEY EL,18.07,44.97,25.31,11.66
1743,BERKS,6888,SCHUYLKILL VALLEY MI,19.09,42.33,27.59,11.03
1744,MONTGOMERY,7766,SCHWENKSVILLE ELEM SCHOOL,32.21,39.42,16.58,11.78
1745,FRANKLIN,2209,SCOTLAND EL SCH,18.95,42.96,21.4,16.73
1746,CHESTER,7767,SCOTT MIDDLE SCHOOL,7.88,21.04,29.64,41.45
1747,DAUPHIN,7667,SCOTT SCHOOL,3.31,11.31,30.6,54.74
1748,WESTMORELAND,6932,SCOTTDALE EL SCH,26.69,41.52,21.68,10.14
1749,CRAWFORD,1645,SECOND DISTRICT EL SCHOOL,13.5,27.57,32.85,26.14
1750,SNYDER,6817,SELINSGROVE AREA MS,20.98,35.54,29.1,14.39
1751,SNYDER,7507,SELINSGROVE INTRMD SCH,28.59,39.44,20.07,11.87
1752,BUCKS,1098,SELLERSVILLE SCHOOL,29.44,40.67,21.14,8.69
1753,BUTLER,5311,SENECA VALLEY MS,28.51,42.56,21.47,7.46
1754,LEHIGH,8084,SEVEN GENERATIONS CS,14.35,25.5,28.04,32.15
1755,VENANGO,8235,SEVENTH STREET SCH,20.28,38.94,24.13,16.73
1756,BUCKS,1052,SEYLAR SCHOOL,35.09,39.59,18.25,7.06
1757,HUNTINGDON,2310,SHADE GAP EL SCH,7.7,38.47,40.12,13.71
1758,SOMERSET,4006,SHADE JSHS,10.82,30.4,37.2,21.63
1759,MONTGOMERY,6835,SHADY GROVE EL SCH,40.59,32.5,16.85,10.07
1760,NORTHAMPTON,8056,SHAFER EL SCH,19.33,43.08,24.06,13.58
1761,BUCKS,7030,SHAFER MS,16.91,29.61,30.42,23.03
1762,ALLEGHENY,8001,SHALER AREA EL SCH,24.91,36.67,24.37,14.0
1763,ALLEGHENY,8002,SHALER AREA MS,10.04,34.82,33.15,22.03
1764,YORK,7962,SHALLOW BROOK INTERM SCHOOL,29.32,37.46,22.28,10.94
1765,NORTHUMBERLAND,7009,SHAMOKIN AREA EL SCH,17.33,37.5,24.21,20.94
1766,NORTHUMBERLAND,8283,SHAMOKIN AREA INTERMEDIATE SCH,10.3,32.15,33.0,24.5
1767,NORTHUMBERLAND,7892,SHAMOKIN AREA MS,9.16,28.12,35.13,27.65
1768,CHESTER,7265,SHAMONA CREEK EL SCH,54.65,33.69,7.47,4.19
1769,SOMERSET,7397,SHANKSVILLE-STNYCRK EL,21.33,42.01,27.32,9.34
1770,SOMERSET,7398,SHANKSVILLE-STNYCRK MS,12.49,32.96,36.94,17.62
1771,ARMSTRONG,6577,SHANNOCK VALLEY EL SCH,29.48,39.36,23.78,7.43
1772,DELAWARE,1943,SHARON HILL SCH,3.64,20.12,31.96,44.32
1773,MERCER,8092,SHARON MS,8.64,22.78,32.19,36.39
1774,MERCER,7387,SHARPSVILLE AREA MS,24.37,36.19,24.97,14.53
1775,MERCER,7705,SHARPSVILLE ELEM SCH,27.09,42.32,19.22,11.38
1776,PHILADELPHIA,3653,SHARSWOOD GEORGE SCH,6.39,22.69,32.87,38.02
1777,CUMBERLAND,1696,SHAULL EL SCH,49.84,33.1,12.9,4.05
1778,PHILADELPHIA,3725,SHAWMONT SCH,7.06,27.85,34.07,31.05
1779,WARREN,8290,SHEFFIELD AREA EL SCH,7.88,37.15,31.88,23.13
1780,WARREN,4146,SHEFFIELD MS/HS,9.95,32.24,33.23,24.59
1781,SCHUYLKILL,3938,SHENANDOAH VALLEY EL,11.65,33.81,32.75,21.79
1782,SCHUYLKILL,3940,SHENANDOAH VALLEY JS,5.69,21.93,35.36,37.02
1783,LAWRENCE,2708,SHENANGO AREA JSHS,15.23,36.27,29.38,19.09
1784,LAWRENCE,2706,SHENANGO EL SCH,22.48,39.61,21.77,16.14
1785,PHILADELPHIA,3702,SHEPPARD ISAAC SCH,3.73,22.33,25.03,48.91
1786,LEHIGH,6448,SHERIDAN EL SCH,7.88,22.69,31.18,38.25
1787,PHILADELPHIA,3800,SHERIDAN PHILIP H SCH,5.15,15.23,27.16,52.44
1788,WESTMORELAND,7757,SHERIDAN TERRACE ELEM SCHOOL,31.98,44.3,17.65,6.07
1789,NORTHUMBERLAND,8181,SHIKELLAMY MS,21.38,34.67,26.11,17.84
1790,BERKS,8233,SHILOH HILLS EL SCH,46.64,40.94,10.3,2.08
1791,CUMBERLAND,1729,SHIPPENSBURG AREA MS,16.26,32.48,29.98,21.31
1792,CUMBERLAND,7921,SHIPPENSBURG INTERMEDIATE SCHO,25.35,36.05,24.13,14.49
1793,HUNTINGDON,2291,SHIRLEY TWP EL SCH,2.36,24.9,37.55,35.2
1794,LEHIGH,5239,SHOEMAKER EL SCH,33.56,40.12,19.85,6.43
1795,PIKE,3866,SHOHOLA EL SCH,34.73,43.99,16.4,4.85
1796,YORK,7556,SHREWSBURY ELEM SCH,27.08,40.24,23.63,9.05
1797,CARBON,1310,SHULL-DAVID EL SCH,21.36,42.26,26.38,10.05
1798,CUMBERLAND,1699,SILVER SPRING EL SCH,34.39,43.68,16.42,5.47
1799,MONTGOMERY,3270,SIMMONS EL SCH,38.48,44.08,13.81,3.6
1800,YORK,7696,SINKING SPRINGS EL.SCHOOL,27.92,41.35,22.75,8.06
1801,BERKS,5028,SIXTEENTH & HAAK EL,3.6,18.29,31.45,46.69
1802,MONTGOMERY,7554,SKIPPACK ELEM,37.36,40.66,15.54,6.47
1803,MONTGOMERY,8139,SKYVIEW UPPER ES,29.4,42.7,20.8,7.1
1804,LEHIGH,6727,SLATINGTON EL SCH,16.76,36.52,30.11,16.66
1805,CLARION,5034,SLIGO EL SCH,20.0,38.0,30.0,12.0
1806,BUTLER,1171,SLIPPERY ROCK AREA E,21.38,44.4,22.14,12.12
1807,BUTLER,6647,SLIPPERY ROCK AREA M,19.16,37.07,26.28,17.51
1808,WESTMORELAND,4357,SLOAN EL SCH,42.27,37.38,14.33,5.98
1809,MCKEAN,3116,SMETHPORT AREA EL SCH,11.29,32.89,36.68,19.14
1810,MCKEAN,3117,SMETHPORT AREA JSHS,11.12,30.79,31.94,26.16
1811,LANCASTER,2657,SMITH MS,14.0,35.4,31.86,18.78
1812,MONROE,3202,SMITHFIELD EL SCH,23.43,41.25,21.45,13.91
1813,LANCASTER,2521,SMOKETOWN EL SCH,23.5,38.01,26.32,12.22
1814,BRADFORD,6713,SNYDER EL SCH,12.21,33.08,34.19,20.57
1815,BUCKS,6451,SNYDER MS,10.29,35.52,35.18,18.97
1816,BUCKS,1013,SNYDER-GIROTTI EL SCH,15.55,35.45,27.19,21.79
1817,BUCKS,1130,SOL FEINSTONE EL SCH,46.29,38.62,11.65,3.44
1818,PHILADELPHIA,3773,SOLIS-COHEN SOLOMON,9.04,24.49,29.14,37.28
1819,LUZERNE,7492,SOLOMON/PLAINS EL SCH,17.6,36.68,30.33,15.43
1820,LUZERNE,7497,SOLOMON/PLAINS JHS,9.68,26.05,32.32,31.95
1821,SOMERSET,8274,SOMERSET AREA JR-SR HS,21.53,34.62,27.27,16.54
1822,MONTGOMERY,7638,SOUDERTON COLLABORATIVE CS,55.26,34.84,7.03,2.87
1823,LACKAWANNA,6398,SOUTH ABINGTON SCH,29.83,44.61,19.04,6.47
1824,ALLEGHENY,7751,SOUTH ALLEGHENY ELEM SCHOOL,16.26,38.39,30.19,15.16
1825,ALLEGHENY,440,SOUTH ALLEGHENY MS/HS,7.1,27.45,34.77,30.69
1826,CHESTER,6474,SOUTH BRANDYWINE MS,8.59,27.21,31.6,32.63
1827,ALLEGHENY,7693,SOUTH BROOK MIDDLE SCH,6.7,24.04,35.01,34.23
1828,ARMSTRONG,592,SOUTH BUFFALO TWP EL,19.08,44.89,22.11,13.92
1829,BUTLER,7718,SOUTH BUTLER INT SCH,27.23,39.68,23.73,9.4
1830,BUTLER,7717,SOUTH BUTLER PRIMARY,17.53,48.78,24.75,8.94
1831,WASHINGTON,4937,SOUTH CENTRAL EL,38.26,38.75,17.35,5.6
1832,YORK,6832,SOUTH EASTERN INTRMD SCH,19.15,40.61,27.0,13.19
1833,YORK,7699,SOUTH EASTERN MIDDLE SCHOOL,18.33,34.28,29.19,18.2
1834,MONTGOMERY,3327,SOUTH ELEMENTARY SCHOOL,44.11,38.09,13.33,4.52
1835,ALLEGHENY,8263,SOUTH FAYETTE INTERMEDIATE SCH,57.75,32.03,7.59,2.63
1836,ALLEGHENY,7490,SOUTH FAYETTE MS,47.8,38.07,10.92,3.16
1837,FRANKLIN,2216,SOUTH HAMILTON EL SCH,25.24,35.64,21.68,17.53
1838,DAUPHIN,1797,SOUTH HANOVER EL SCH,49.57,33.48,12.1,4.86
1839,ALLEGHENY,7888,SOUTH HILLS MIDDLE SCHL,2.84,18.18,34.76,44.2
1840,LEBANON,2729,SOUTH LEBANON EL SCH,27.0,37.36,23.54,12.1
1841,BUCKS,1099,SOUTH MIDDLE SCHOOL,20.77,39.18,25.61,14.49
1842,YORK,7572,SOUTH MOUNTAIN EL SCH,21.76,39.4,26.68,12.17
1843,LEHIGH,2793,SOUTH MOUNTAIN MS,5.86,23.02,32.17,38.97
1844,ALLEGHENY,7682,SOUTH PARK ELEM CENTER,24.36,42.71,22.02,10.91
1845,ALLEGHENY,6906,SOUTH PARK MS,25.29,37.33,26.72,10.71
1846,LACKAWANNA,2487,SOUTH SCRANTON INTRM,7.88,27.0,31.13,33.98
1847,FAYETTE,4819,SOUTH SIDE EL SCH,15.77,37.11,27.44,19.66
1848,BEAVER,6937,SOUTH SIDE MS,18.14,34.09,32.76,15.03
1849,ELK,6697,SOUTH ST MARYS STREE,22.14,41.18,23.36,13.34
1850,LYCOMING,3056,SOUTH WILLIAMSPORT AREA JSHS,15.96,36.06,31.51,16.47
1851,LEBANON,2746,SOUTHEAST EL SCH,10.03,34.29,29.65,26.04
1852,COLUMBIA,7668,SOUTHERN COLUMBIA MS,18.33,40.09,27.65,13.88
1853,YORK,6692,SOUTHERN EL SCH,32.23,40.37,19.67,7.77
1854,FULTON,7391,SOUTHERN FULTON EL SCH,22.8,33.52,28.69,14.97
1855,FULTON,2253,SOUTHERN FULTON JSHS,23.27,36.96,25.17,14.66
1856,HUNTINGDON,2313,SOUTHERN HUNTINGDON HS/MS,5.74,25.68,37.72,30.86
1857,LEHIGH,8075,SOUTHERN LEHIGH INTRMD SCH,46.69,33.96,14.27,5.09
1858,LEHIGH,4808,SOUTHERN LEHIGH MS,26.21,39.55,23.6,10.68
1859,YORK,6286,SOUTHERN MS,12.56,28.18,29.23,30.04
1860,WESTMORELAND,8102,SOUTHMORELAND MS,26.52,42.29,22.27,8.87
1861,HUNTINGDON,7525,SOUTHSIDE EL,18.75,39.81,22.49,18.96
1862,PHILADELPHIA,3654,SOUTHWARK SCH,2.82,15.69,29.41,52.0
1863,LEBANON,2743,SOUTHWEST EL SCH,5.3,24.53,34.26,35.89
1864,PHILADELPHIA,7960,SOUTHWEST LEADERSHIP ACADEMY CS,5.87,21.72,35.91,36.47
1865,BERKS,857,SOUTHWEST MS,0.9,17.56,40.73,40.81
1866,CUMBERLAND,1695,SPORTING HILL EL SCH,31.22,37.05,20.74,11.03
1867,MONTGOMERY,7458,SPRING CITY EL SCH,27.71,44.56,22.76,4.98
1868,BLAIR,5130,SPRING COVE MS,19.21,32.49,28.21,20.09
1869,HUNTINGDON,2312,SPRING FARMS EL SCH,15.62,39.26,29.52,15.64
1870,YORK,7644,SPRING FORGE INTERMED SCH,30.79,37.59,22.14,9.49
1871,NORTHAMPTON,3452,SPRING GARDEN EL SCH,23.8,40.97,20.48,14.74
1872,PHILADELPHIA,3655,SPRING GARDEN SCH,3.08,15.55,36.85,44.53
1873,YORK,4622,SPRING GROVE AREA IN,17.65,41.3,29.95,11.1
1874,YORK,6725,SPRING GROVE AREA MS,21.16,41.39,24.79,12.67
1875,YORK,4618,SPRING GROVE EL SCH,32.9,36.5,22.21,8.35
1876,ALLEGHENY,7362,SPRING HILL EL SCH,8.05,23.81,28.95,39.2
1877,BERKS,7436,SPRING RIDGE EL SCH,39.94,36.72,18.7,4.68
1878,MONTGOMERY,3365,SPRING-FORD INT. SCH,29.45,41.24,20.95,8.3
1879,MONTGOMERY,7817,SPRING-FORD MS 7TH GRADE CTR,35.75,43.76,15.55,5.0
1880,MONTGOMERY,7818,SPRING-FORD MS 8TH GRADE CTR,40.56,36.85,15.75,6.87
1881,ALLEGHENY,29,SPRINGDALE JSHS,16.8,37.14,26.0,20.06
1882,FAYETTE,2172,SPRINGFIELD EL SCH,21.91,38.12,26.19,13.78
1883,MONTGOMERY,3370,SPRINGFIELD TWP EL SCH-ERDENHM,30.96,41.32,19.3,8.44
1884,MONTGOMERY,3375,SPRINGFIELD TWP MS,28.94,40.61,19.84,10.61
1885,LEHIGH,7603,SPRINGHOUSE MIDDLE SCHOOL,37.23,37.27,17.51,7.99
1886,DELAWARE,6625,SPRINGTON LAKE MS,37.81,35.36,18.14,8.77
1887,CHESTER,7990,SPRINGTON MANOR EL SCH,42.18,41.55,11.69,4.54
1888,PHILADELPHIA,7234,SPRUANCE GILBERT SCH,6.17,21.27,29.38,43.13
1889,BRADFORD,8219,SRU EL SCH,12.37,36.27,31.31,20.06
1890,ELK,1992,ST MARYS AREA MS,16.98,33.95,32.33,16.74
1891,FRANKLIN,2226,ST THOMAS EL SCH,14.29,40.77,26.51,18.47
1892,HUNTINGDON,7620,STANDINGSTONE EL,13.19,33.96,29.0,23.85
1893,PHILADELPHIA,3635,STANTON EDWIN M SCH,4.68,14.63,30.89,49.75
1894,WESTMORELAND,5359,STANWOOD EL SCH,30.7,39.53,22.31,7.52
1895,LUZERNE,8243,STATE EL CTR,7.08,28.22,31.58,33.12
1896,BEAVER,632,STATE STREET EL SCH,16.21,38.64,24.0,21.11
1897,PHILADELPHIA,4963,STEARNE ALLEN M SCH,0.0,7.89,29.19,62.97
1898,PHILADELPHIA,3727,STEEL EDWARD SCH,0.18,6.24,28.28,65.35
1899,ALLEGHENY,260,STEEL VALLEY MS,7.93,24.67,32.31,35.09
1900,DAUPHIN,1799,STEELTON-HIGHSPIRE ELEM SCH,1.77,14.78,29.98,53.47
1901,DAUPHIN,1801,STEELTON-HIGHSPIRE HIGH SCH,1.32,9.44,29.16,60.08
1902,DELAWARE,8303,STEM AT SHOWALTER,3.68,18.43,39.91,38.05
1903,ALLEGHENY,7039,STERRETT CLASSICAL ACADEMY,8.55,22.19,34.5,34.76
1904,DELAWARE,1829,STETSER EL SCH,10.49,20.44,34.03,35.08
1905,CHESTER,1451,STETSON MS,35.96,38.93,17.06,8.01
1906,LYCOMING,7061,STEVENS EL SCH,7.85,27.36,35.22,29.56
1907,WESTMORELAND,4336,STEWART EL.,23.29,38.71,24.33,13.62
1908,MONTGOMERY,3320,STEWART MS,7.6,25.46,36.01,30.93
1909,YORK,4600,STEWARTSTOWN EL SCH,34.12,37.15,21.69,7.04
1910,WESTMORELAND,5270,STEWARTSVILLE ELEM SCHOOL,33.53,40.76,18.32,7.39
1911,LANCASTER,7956,STIEGEL ELEM SCHOOL,31.67,37.03,19.65,11.57
1912,ALLEGHENY,7505,STO ROX ELEM SCH,3.96,14.28,27.67,54.08
1913,ALLEGHENY,7606,STO-ROX MS,0.9,10.31,32.34,56.47
1914,HUNTINGDON,8158,STONE VALLEY COMMUNITY CS,7.79,36.34,35.1,20.79
1915,DELAWARE,1968,STONEHURST HILLS EL,1.66,20.89,31.7,45.76
1916,YORK,5088,STONY BROOK EL SCH,13.35,40.35,30.0,16.3
1917,MONTGOMERY,3414,STONY CREEK EL SCH,56.25,33.82,8.51,1.42
1918,DELAWARE,1908,STRATH HAVEN MS,39.95,32.31,18.86,8.93
1919,BUCKS,4965,STRAYER MS,23.19,37.73,26.85,12.23
1920,ALLEGHENY,4859,STREAMS EL SCH,53.43,35.37,8.35,2.85
1921,MIFFLIN,3196,STRODES MILLS EL SCH,12.1,34.5,35.35,18.1
1922,MONROE,7593,STROUDSBURG JUNIOR HIGH,18.41,34.08,27.93,19.59
1923,MONROE,7839,STROUDSBURG MIDDLE SCHOOL,17.9,36.3,29.05,16.75
1924,BUCKS,6896,STRUBLE EL SCH,21.46,40.67,27.67,10.25
1925,CLINTON,7635,SUGAR VALLEY RURAL CS,5.49,28.4,31.58,34.53
1926,BUTLER,7396,SUGARCREEK EL SCH,18.39,32.14,31.59,17.83
1927,CHESTER,1461,SUGARTOWN ELEM SCHOOL,35.97,40.45,17.38,6.21
1928,SULLIVAN,8180,SULLIVAN CO EL SCH,20.82,37.8,27.53,13.85
1929,SULLIVAN,4030,SULLIVAN CO JSHS,15.29,44.0,31.07,9.56
1930,PHILADELPHIA,3753,SULLIVAN JAMES J SCH,0.59,8.73,22.63,68.05
1931,BUTLER,1184,SUMMIT EL SCH,24.6,38.82,22.36,14.18
1932,FRANKLIN,5330,SUMMITVIEW EL SCH,31.72,36.62,21.54,10.11
1933,ALLEGHENY,7884,SUNNYSIDE EL SCH,7.56,23.34,38.22,30.92
